Time of feeding,Milk type,Amount(ml),Amount(oz)
08/23/2019 9:37:46 AM,Formula,125.0,4.2269
08/23/2019 8:28:13 AM,Formula,105.0,3.5506
08/22/2019 10:27:30 PM,Formula,175.0,5.9176
08/22/2019 7:31:52 PM,Formula,175.0,5.9176
08/22/2019 4:18:00 PM,Formula,185.0,6.2558
08/22/2019 1:54:06 PM,Formula,30.0,1.0145
08/22/2019 12:26:28 PM,Formula,165.0,5.5795
08/22/2019 9:28:23 AM,Formula,70.0,2.3671
08/22/2019 8:22:38 AM,Formula,140.0,4.7341
08/21/2019 8:48:17 PM,Formula,160.0,5.4104
08/21/2019 7:18:56 PM,Formula,205.0,6.9321
08/21/2019 5:11:49 PM,Formula,140.0,4.7341
08/21/2019 1:59:02 PM,Formula,175.0,5.9176
08/21/2019 10:58:26 AM,Formula,140.0,4.7341
08/21/2019 8:58:31 AM,Formula,110.0,3.7197
08/20/2019 10:33:49 PM,Formula,175.0,5.9176
08/20/2019 7:25:26 PM,Formula,160.0,5.4104
08/20/2019 6:12:13 PM,Formula,50.0,1.6908
08/20/2019 4:28:28 PM,Formula,155.0,5.2413
08/20/2019 12:35:58 PM,Formula,205.0,6.9321
08/20/2019 9:27:10 AM,Formula,140.0,4.7341
08/20/2019 7:06:12 AM,Formula,80.0,2.7052
08/19/2019 10:22:37 PM,Formula,165.0,5.5795
08/19/2019 7:08:35 PM,Formula,240.0,8.1156
08/19/2019 4:05:44 PM,Formula,155.0,5.2413
08/19/2019 12:38:28 PM,Formula,205.0,6.9321
08/19/2019 9:22:26 AM,Formula,35.0,1.1835
08/19/2019 8:04:01 AM,Formula,160.0,5.4104
08/18/2019 10:29:11 PM,Formula,130.0,4.3960
08/18/2019 7:04:50 PM,Formula,175.0,5.9176
08/18/2019 5:03:05 PM,Formula,175.0,5.9176
08/18/2019 1:55:16 PM,Formula,175.0,5.9176
08/18/2019 11:27:20 AM,Formula,105.0,3.5506
08/18/2019 8:55:19 AM,Formula,130.0,4.3960
08/18/2019 7:07:07 AM,Formula,70.0,2.3671
08/17/2019 11:03:54 PM,Formula,140.0,4.7341
08/17/2019 8:30:15 PM,Formula,155.0,5.2413
08/17/2019 6:48:39 PM,Formula,115.0,3.8887
08/17/2019 4:39:52 PM,Formula,125.0,4.2269
08/17/2019 12:54:48 PM,Formula,205.0,6.9321
08/17/2019 9:20:48 AM,Formula,145.0,4.9032
08/17/2019 7:04:43 AM,Formula,75.0,2.5361
08/16/2019 10:59:21 PM,Formula,160.0,5.4104
08/16/2019 7:40:38 PM,Formula,105.0,3.5506
08/16/2019 7:10:46 PM,Formula,140.0,4.7341
08/16/2019 5:43:43 PM,Formula,35.0,1.1835
08/16/2019 2:35:46 PM,Formula,160.0,5.4104
08/16/2019 12:20:17 PM,Formula,120.0,4.0578
08/16/2019 9:20:27 AM,Formula,125.0,4.2269
08/16/2019 6:55:04 AM,Formula,45.0,1.5217
08/15/2019 10:59:07 PM,Formula,115.0,3.8887
08/15/2019 7:50:10 PM,Formula,175.0,5.9176
08/15/2019 5:39:56 PM,Formula,130.0,4.3960
08/15/2019 3:06:52 PM,Formula,125.0,4.2269
08/15/2019 12:08:22 PM,Formula,140.0,4.7341
08/15/2019 9:37:26 AM,Formula,125.0,4.2269
08/15/2019 7:01:41 AM,Formula,100.0,3.3815
08/14/2019 11:32:36 PM,Formula,150.0,5.0723
08/14/2019 8:45:54 PM,Formula,155.0,5.2413
08/14/2019 7:13:27 PM,Formula,115.0,3.8887
08/14/2019 4:33:56 PM,Formula,190.0,6.4249
08/14/2019 12:01:00 PM,Formula,140.0,4.7341
08/14/2019 9:25:37 AM,Formula,90.0,3.0434
08/14/2019 8:14:12 AM,Formula,40.0,1.3526
08/13/2019 11:33:20 PM,Formula,160.0,5.4104
08/13/2019 6:41:54 PM,Formula,175.0,5.9176
08/13/2019 8:39:03 PM,Formula,175.0,5.9176
08/13/2019 4:42:27 PM,Formula,80.0,2.7052
08/13/2019 12:52:13 PM,Formula,155.0,5.2413
08/13/2019 8:58:08 AM,Formula,130.0,4.3960
08/13/2019 7:01:40 AM,Formula,45.0,1.5217
08/12/2019 11:34:52 PM,Formula,155.0,5.2413
08/12/2019 8:44:45 PM,Formula,175.0,5.9176
08/12/2019 5:32:51 PM,Formula,155.0,5.2413
08/12/2019 2:22:48 PM,Formula,75.0,2.5361
08/12/2019 1:35:31 PM,Formula,165.0,5.5795
08/12/2019 9:27:57 AM,Formula,80.0,2.7052
08/12/2019 7:01:37 AM,Formula,110.0,3.7197
08/11/2019 11:31:03 PM,Formula,125.0,4.2269
08/11/2019 8:02:51 PM,Formula,155.0,5.2413
08/11/2019 6:16:05 PM,Formula,85.0,2.8743
08/11/2019 5:19:22 PM,Formula,105.0,3.5506
08/11/2019 4:17:49 PM,Formula,105.0,3.5506
08/11/2019 3:20:52 PM,Formula,60.0,2.0289
08/11/2019 11:23:20 AM,Formula,200.0,6.7630
08/11/2019 8:20:48 AM,Formula,80.0,2.7052
08/10/2019 10:31:57 PM,Formula,175.0,5.9176
08/10/2019 7:27:31 PM,Formula,145.0,4.9032
08/10/2019 5:36:30 PM,Formula,165.0,5.5795
08/10/2019 2:17:25 PM,Formula,105.0,3.5506
08/10/2019 12:35:44 PM,Formula,125.0,4.2269
08/10/2019 9:13:11 AM,Formula,140.0,4.7341
08/10/2019 7:05:04 AM,Formula,90.0,3.0434
08/09/2019 10:31:37 PM,Formula,155.0,5.2413
08/09/2019 7:15:36 PM,Formula,175.0,5.9176
08/09/2019 5:27:16 PM,Formula,160.0,5.4104
08/09/2019 2:14:48 PM,Formula,155.0,5.2413
08/09/2019 11:30:22 AM,Formula,160.0,5.4104
08/09/2019 7:05:24 AM,Formula,140.0,4.7341
08/08/2019 11:47:45 PM,Formula,125.0,4.2269
08/08/2019 8:56:12 PM,Formula,110.0,3.7197
08/08/2019 7:01:22 PM,Formula,140.0,4.7341
08/08/2019 5:42:18 PM,Formula,90.0,3.0434
08/08/2019 4:45:20 PM,Formula,140.0,4.7341
08/08/2019 12:55:58 PM,Formula,120.0,4.0578
08/08/2019 8:35:13 AM,Formula,105.0,3.5506
08/08/2019 7:06:22 AM,Formula,115.0,3.8887
08/07/2019 10:29:17 PM,Formula,175.0,5.9176
08/07/2019 7:22:58 PM,Formula,155.0,5.2413
08/07/2019 6:06:13 PM,Formula,90.0,3.0434
08/07/2019 4:25:13 PM,Formula,195.0,6.5939
08/07/2019 1:00:35 PM,Formula,140.0,4.7341
08/07/2019 8:55:26 AM,Formula,105.0,3.5506
08/07/2019 7:06:19 AM,Formula,125.0,4.2269
08/06/2019 10:23:28 PM,Formula,150.0,5.0723
08/06/2019 7:22:31 PM,Formula,45.0,1.5217
08/06/2019 6:36:32 PM,Formula,175.0,5.9176
08/06/2019 4:29:26 PM,Formula,140.0,4.7341
08/06/2019 2:05:24 PM,Formula,90.0,3.0434
08/06/2019 12:15:19 PM,Formula,140.0,4.7341
08/06/2019 9:19:40 AM,Formula,110.0,3.7197
08/06/2019 7:05:33 AM,Formula,120.0,4.0578
08/05/2019 9:26:37 PM,Formula,140.0,4.7341
08/05/2019 7:22:11 PM,Formula,75.0,2.5361
08/05/2019 6:42:12 PM,Formula,145.0,4.9032
08/05/2019 4:21:54 PM,Formula,125.0,4.2269
08/05/2019 2:22:27 PM,Formula,90.0,3.0434
08/05/2019 12:57:52 PM,Formula,70.0,2.3671
08/05/2019 12:33:44 PM,Formula,45.0,1.5217
08/05/2019 9:08:38 AM,Formula,155.0,5.2413
08/05/2019 7:05:12 AM,Formula,120.0,4.0578
08/04/2019 10:23:59 PM,Formula,130.0,4.3960
08/04/2019 7:10:37 PM,Formula,205.0,6.9321
08/04/2019 4:32:15 PM,Formula,140.0,4.7341
08/04/2019 2:10:51 PM,Formula,150.0,5.0723
08/04/2019 11:28:31 AM,Formula,105.0,3.5506
08/04/2019 9:17:32 AM,Formula,110.0,3.7197
08/04/2019 7:05:33 AM,Formula,90.0,3.0434
08/03/2019 11:15:23 PM,Formula,140.0,4.7341
08/03/2019 7:47:40 PM,Formula,35.0,1.1835
08/03/2019 7:38:50 PM,Formula,70.0,2.3671
08/03/2019 7:05:46 PM,Formula,180.0,6.0867
08/03/2019 4:31:37 PM,Formula,80.0,2.7052
08/03/2019 2:13:03 PM,Formula,85.0,2.8743
08/03/2019 12:43:09 PM,Formula,140.0,4.7341
08/03/2019 9:26:36 AM,Formula,105.0,3.5506
08/03/2019 7:08:39 AM,Formula,115.0,3.8887
08/02/2019 9:01:36 PM,Formula,140.0,4.7341
08/02/2019 7:14:47 PM,Formula,160.0,5.4104
08/02/2019 4:28:38 PM,Formula,150.0,5.0723
08/02/2019 1:56:20 PM,Formula,125.0,4.2269
08/02/2019 12:07:14 PM,Formula,100.0,3.3815
08/02/2019 9:15:41 AM,Formula,80.0,2.7052
08/02/2019 7:05:46 AM,Formula,140.0,4.7341
08/01/2019 11:48:25 PM,Formula,75.0,2.5361
08/01/2019 9:35:35 PM,Formula,80.0,2.7052
08/01/2019 7:03:35 PM,Formula,180.0,6.0867
08/01/2019 4:26:58 PM,Formula,140.0,4.7341
08/01/2019 12:49:16 PM,Formula,175.0,5.9176
08/01/2019 9:21:08 AM,Formula,160.0,5.4104
08/01/2019 7:05:15 AM,Formula,115.0,3.8887
07/31/2019 10:00:44 PM,Formula,70.0,2.3671
07/31/2019 7:20:26 PM,Formula,200.0,6.7630
07/31/2019 4:30:54 PM,Formula,205.0,6.9321
07/31/2019 12:50:42 PM,Formula,205.0,6.9321
07/31/2019 9:24:09 AM,Formula,175.0,5.9176
07/31/2019 7:05:13 AM,Formula,175.0,5.9176
07/30/2019 9:20:13 PM,Formula,105.0,3.5506
07/30/2019 7:10:13 PM,Formula,200.0,6.7630
07/30/2019 4:07:40 PM,Formula,205.0,6.9321
07/30/2019 12:52:59 PM,Formula,150.0,5.0723
07/30/2019 9:22:50 AM,Formula,175.0,5.9176
07/30/2019 7:05:31 AM,Formula,140.0,4.7341
07/29/2019 10:29:31 PM,Formula,70.0,2.3671
07/29/2019 7:20:07 PM,Formula,185.0,6.2558
07/29/2019 4:28:33 PM,Formula,205.0,6.9321
07/29/2019 1:01:43 PM,Formula,205.0,6.9321
07/29/2019 9:23:55 AM,Formula,165.0,5.5795
07/29/2019 7:05:49 AM,Formula,115.0,3.8887
07/28/2019 10:20:10 PM,Formula,110.0,3.7197
07/28/2019 6:40:18 PM,Formula,185.0,6.2558
07/28/2019 4:30:28 PM,Formula,175.0,5.9176
07/28/2019 2:06:40 PM,Formula,125.0,4.2269
07/28/2019 12:10:30 PM,Formula,125.0,4.2269
07/28/2019 9:21:02 AM,Formula,125.0,4.2269
07/28/2019 7:03:44 AM,Formula,125.0,4.2269
07/27/2019 10:30:31 PM,Formula,100.0,3.3815
07/27/2019 7:06:14 PM,Formula,175.0,5.9176
07/27/2019 4:37:51 PM,Formula,175.0,5.9176
07/27/2019 2:00:12 PM,Formula,65.0,2.1980
07/27/2019 12:05:50 PM,Formula,205.0,6.9321
07/27/2019 8:47:09 AM,Formula,125.0,4.2269
07/27/2019 7:02:22 AM,Formula,110.0,3.7197
07/26/2019 10:31:56 PM,Formula,165.0,5.5795
07/26/2019 7:15:58 PM,Formula,90.0,3.0434
07/26/2019 6:03:28 PM,Formula,140.0,4.7341
07/26/2019 4:14:10 PM,Formula,140.0,4.7341
07/26/2019 1:55:14 PM,Formula,10.0,0.3382
07/26/2019 12:06:13 PM,Formula,160.0,5.4104
07/26/2019 9:22:31 AM,Formula,70.0,2.3671
07/26/2019 8:20:28 AM,Formula,70.0,2.3671
07/26/2019 7:04:04 AM,Formula,125.0,4.2269
07/25/2019 10:34:14 PM,Formula,105.0,3.5506
07/25/2019 6:55:21 PM,Formula,90.0,3.0434
07/25/2019 6:20:15 PM,Formula,115.0,3.8887
07/25/2019 3:57:57 PM,Formula,105.0,3.5506
07/25/2019 11:53:12 AM,Formula,160.0,5.4104
07/25/2019 7:05:57 AM,Formula,160.0,5.4104
07/24/2019 11:00:18 PM,Formula,110.0,3.7197
07/24/2019 9:06:09 PM,Formula,150.0,5.0723
07/24/2019 6:55:20 PM,Formula,200.0,6.7630
07/24/2019 4:33:45 PM,Formula,105.0,3.5506
07/24/2019 1:41:32 PM,Formula,105.0,3.5506
07/24/2019 11:58:33 AM,Formula,105.0,3.5506
07/24/2019 7:35:26 AM,Formula,150.0,5.0723
07/23/2019 10:34:07 PM,Formula,205.0,6.9321
07/23/2019 6:58:57 PM,Formula,205.0,6.9321
07/23/2019 3:39:00 PM,Formula,150.0,5.0723
07/23/2019 12:28:37 PM,Formula,115.0,3.8887
07/23/2019 6:59:30 AM,Formula,155.0,5.2413
07/22/2019 10:25:46 PM,Formula,150.0,5.0723
07/22/2019 6:55:13 PM,Formula,185.0,6.2558
07/22/2019 3:55:00 PM,Formula,105.0,3.5506
07/22/2019 12:10:24 PM,Formula,200.0,6.7630
07/22/2019 7:04:55 AM,Formula,10.0,0.3382
07/21/2019 10:30:27 PM,Formula,150.0,5.0723
07/21/2019 6:58:35 PM,Formula,140.0,4.7341
07/21/2019 4:32:49 PM,Formula,200.0,6.7630
07/21/2019 12:07:15 PM,Formula,115.0,3.8887
07/21/2019 7:02:28 AM,Formula,165.0,5.5795
07/20/2019 10:34:57 PM,Formula,205.0,6.9321
07/20/2019 6:33:00 PM,Formula,195.0,6.5939
07/20/2019 3:30:30 PM,Formula,105.0,3.5506
07/20/2019 11:57:37 AM,Formula,150.0,5.0723
07/20/2019 7:05:01 AM,Formula,120.0,4.0578
07/19/2019 10:30:21 PM,Formula,195.0,6.5939
07/19/2019 7:15:41 PM,Formula,200.0,6.7630
07/19/2019 4:32:29 PM,Formula,140.0,4.7341
07/19/2019 1:00:05 PM,Formula,205.0,6.9321
07/19/2019 7:05:41 AM,Formula,145.0,4.9032
07/18/2019 10:09:55 PM,Formula,80.0,2.7052
07/18/2019 6:50:33 PM,Formula,205.0,6.9321
07/18/2019 4:14:06 PM,Formula,100.0,3.3815
07/18/2019 2:28:08 PM,Formula,115.0,3.8887
07/18/2019 10:52:13 AM,Formula,110.0,3.7197
07/18/2019 7:02:31 AM,Formula,145.0,4.9032
07/17/2019 10:29:20 PM,Formula,160.0,5.4104
07/17/2019 7:02:31 PM,Formula,205.0,6.9321
07/17/2019 2:30:59 PM,Formula,185.0,6.2558
07/17/2019 1:00:06 PM,Formula,10.0,0.3382
07/17/2019 7:03:57 AM,Formula,140.0,4.7341
07/16/2019 10:10:09 PM,Formula,205.0,6.9321
07/16/2019 7:15:39 PM,Formula,60.0,2.0289
07/16/2019 2:00:19 PM,Formula,140.0,4.7341
07/16/2019 9:55:09 AM,Formula,155.0,5.2413
07/15/2019 9:45:48 PM,Formula,205.0,6.9321
07/15/2019 6:28:47 PM,Formula,105.0,3.5506
07/15/2019 4:07:12 PM,Formula,150.0,5.0723
07/15/2019 12:45:35 PM,Formula,140.0,4.7341
07/15/2019 8:00:07 AM,Formula,160.0,5.4104
07/14/2019 10:27:06 PM,Formula,200.0,6.7630
07/14/2019 7:30:15 PM,Formula,205.0,6.9321
07/14/2019 5:03:11 PM,Formula,190.0,6.4249
07/14/2019 12:17:51 PM,Formula,130.0,4.3960
07/14/2019 8:20:25 AM,Formula,195.0,6.5939
07/13/2019 10:12:35 PM,Formula,195.0,6.5939
07/13/2019 7:02:18 PM,Formula,205.0,6.9321
07/13/2019 4:35:33 PM,Formula,175.0,5.9176
07/13/2019 12:20:42 PM,Formula,175.0,5.9176
07/13/2019 8:28:08 AM,Formula,180.0,6.0867
07/12/2019 10:27:12 PM,Formula,140.0,4.7341
07/12/2019 6:49:57 PM,Formula,205.0,6.9321
07/12/2019 4:33:03 PM,Formula,205.0,6.9321
07/12/2019 12:31:13 PM,Formula,205.0,6.9321
07/12/2019 8:23:04 AM,Formula,205.0,6.9321
07/11/2019 10:26:14 PM,Formula,160.0,5.4104
07/11/2019 6:27:59 PM,Formula,175.0,5.9176
07/11/2019 4:35:16 PM,Formula,175.0,5.9176
07/11/2019 12:50:43 PM,Formula,205.0,6.9321
07/11/2019 8:30:48 AM,Formula,190.0,6.4249
07/10/2019 10:31:38 PM,Formula,190.0,6.4249
07/10/2019 6:44:52 PM,Formula,175.0,5.9176
07/10/2019 4:30:58 PM,Formula,200.0,6.7630
07/10/2019 11:54:20 AM,Formula,205.0,6.9321
07/10/2019 8:05:47 AM,Formula,145.0,4.9032
07/09/2019 10:27:35 PM,Formula,160.0,5.4104
07/09/2019 7:40:05 PM,Formula,205.0,6.9321
07/09/2019 4:37:31 PM,Formula,175.0,5.9176
07/09/2019 12:28:48 PM,Formula,205.0,6.9321
07/09/2019 7:58:42 AM,Formula,195.0,6.5939
07/08/2019 10:32:26 PM,Formula,175.0,5.9176
07/08/2019 7:25:28 PM,Formula,125.0,4.2269
07/08/2019 5:40:30 PM,Formula,70.0,2.3671
07/08/2019 5:04:53 PM,Formula,140.0,4.7341
07/08/2019 12:30:19 PM,Formula,200.0,6.7630
07/08/2019 7:44:05 AM,Formula,200.0,6.7630
07/07/2019 10:26:07 PM,Formula,215.0,7.2702
07/07/2019 7:40:14 PM,Formula,35.0,1.1835
07/07/2019 5:04:57 PM,Formula,205.0,6.9321
07/07/2019 12:20:28 PM,Formula,175.0,5.9176
07/07/2019 8:25:58 AM,Formula,185.0,6.2558
07/06/2019 10:27:47 PM,Formula,160.0,5.4104
07/06/2019 6:56:14 PM,Formula,205.0,6.9321
07/06/2019 4:20:57 PM,Formula,190.0,6.4249
07/06/2019 12:21:48 PM,Formula,200.0,6.7630
07/06/2019 8:30:13 AM,Formula,190.0,6.4249
07/05/2019 10:28:54 PM,Formula,205.0,6.9321
07/05/2019 7:14:17 PM,Formula,205.0,6.9321
07/05/2019 3:55:37 PM,Formula,155.0,5.2413
07/05/2019 12:39:44 PM,Formula,190.0,6.4249
07/05/2019 8:28:31 AM,Formula,160.0,5.4104
07/04/2019 10:27:20 PM,Formula,190.0,6.4249
07/04/2019 7:02:44 PM,Formula,175.0,5.9176
07/04/2019 4:42:12 PM,Formula,175.0,5.9176
07/04/2019 12:34:07 PM,Formula,205.0,6.9321
07/04/2019 8:25:50 AM,Formula,205.0,6.9321
07/03/2019 10:27:49 PM,Formula,175.0,5.9176
07/03/2019 7:10:44 PM,Formula,175.0,5.9176
07/03/2019 4:25:32 PM,Formula,205.0,6.9321
07/03/2019 12:30:10 PM,Formula,205.0,6.9321
07/03/2019 8:33:44 AM,Formula,205.0,6.9321
07/02/2019 10:30:51 PM,Formula,150.0,5.0723
07/02/2019 7:02:28 PM,Formula,205.0,6.9321
07/02/2019 4:48:52 PM,Formula,205.0,6.9321
07/02/2019 12:30:42 PM,Formula,205.0,6.9321
07/02/2019 8:26:15 AM,Formula,160.0,5.4104
07/01/2019 10:25:09 PM,Formula,195.0,6.5939
07/01/2019 6:42:54 PM,Formula,205.0,6.9321
07/01/2019 3:46:00 PM,Formula,205.0,6.9321
07/01/2019 12:11:12 PM,Formula,180.0,6.0867
07/01/2019 8:37:19 AM,Formula,150.0,5.0723
06/30/2019 10:35:45 PM,Formula,235.0,7.9465
06/30/2019 7:17:00 PM,Formula,175.0,5.9176
06/30/2019 4:50:20 PM,Formula,150.0,5.0723
06/30/2019 12:36:07 PM,Formula,195.0,6.5939
06/30/2019 8:22:12 AM,Formula,160.0,5.4104
06/29/2019 11:00:43 PM,Formula,225.0,7.6084
06/29/2019 7:22:44 PM,Formula,190.0,6.4249
06/29/2019 4:01:15 PM,Formula,175.0,5.9176
06/29/2019 12:20:40 PM,Formula,200.0,6.7630
06/29/2019 8:15:52 AM,Formula,105.0,3.5506
06/28/2019 10:08:54 PM,Formula,165.0,5.5795
06/28/2019 7:12:48 PM,Formula,200.0,6.7630
06/28/2019 4:06:18 PM,Formula,190.0,6.4249
06/28/2019 12:13:54 PM,Formula,200.0,6.7630
06/28/2019 8:31:44 AM,Formula,175.0,5.9176
06/27/2019 10:35:03 PM,Formula,175.0,5.9176
06/27/2019 7:58:48 PM,Formula,205.0,6.9321
06/27/2019 4:29:41 PM,Formula,205.0,6.9321
06/27/2019 12:20:09 PM,Formula,185.0,6.2558
06/27/2019 7:56:45 AM,Formula,175.0,5.9176
06/26/2019 10:22:05 PM,Formula,175.0,5.9176
06/26/2019 7:24:27 PM,Formula,165.0,5.5795
06/26/2019 4:35:15 PM,Formula,195.0,6.5939
06/26/2019 1:05:18 PM,Formula,130.0,4.3960
06/26/2019 12:00:08 PM,Formula,70.0,2.3671
06/26/2019 8:15:00 AM,Formula,205.0,6.9321
06/25/2019 10:32:51 PM,Formula,205.0,6.9321
06/25/2019 7:14:27 PM,Formula,190.0,6.4249
06/25/2019 3:55:43 PM,Formula,205.0,6.9321
06/25/2019 10:44:04 AM,Formula,205.0,6.9321
06/25/2019 6:58:39 AM,Formula,115.0,3.8887
06/24/2019 10:16:03 PM,Formula,205.0,6.9321
06/24/2019 7:20:04 PM,Formula,160.0,5.4104
06/24/2019 4:03:01 PM,Formula,205.0,6.9321
06/24/2019 12:26:32 PM,Formula,200.0,6.7630
06/24/2019 8:17:36 AM,Formula,175.0,5.9176
06/23/2019 10:23:53 PM,Formula,205.0,6.9321
06/23/2019 6:58:12 PM,Formula,205.0,6.9321
06/23/2019 4:00:14 PM,Formula,200.0,6.7630
06/23/2019 12:05:52 PM,Formula,145.0,4.9032
06/23/2019 8:19:15 AM,Formula,185.0,6.2558
06/22/2019 10:51:15 PM,Formula,190.0,6.4249
06/22/2019 6:47:30 PM,Formula,145.0,4.9032
06/22/2019 4:19:27 PM,Formula,175.0,5.9176
06/22/2019 12:10:11 PM,Formula,185.0,6.2558
06/22/2019 8:18:29 AM,Formula,205.0,6.9321
06/21/2019 10:06:38 PM,Formula,180.0,6.0867
06/21/2019 6:55:50 PM,Formula,185.0,6.2558
06/21/2019 4:32:11 PM,Formula,125.0,4.2269
06/21/2019 12:46:46 PM,Formula,205.0,6.9321
06/21/2019 8:13:28 AM,Formula,200.0,6.7630
06/20/2019 10:52:14 PM,Formula,150.0,5.0723
06/20/2019 7:12:26 PM,Formula,160.0,5.4104
06/20/2019 3:55:44 PM,Formula,205.0,6.9321
06/20/2019 12:07:21 PM,Formula,205.0,6.9321
06/20/2019 8:10:07 AM,Formula,205.0,6.9321
06/19/2019 11:22:36 PM,Formula,205.0,6.9321
06/19/2019 6:44:59 PM,Formula,200.0,6.7630
06/19/2019 2:41:13 PM,Formula,150.0,5.0723
06/19/2019 11:13:42 AM,Formula,165.0,5.5795
06/19/2019 9:17:56 AM,Formula,35.0,1.1835
06/19/2019 7:08:51 AM,Formula,140.0,4.7341
06/18/2019 10:54:14 PM,Formula,175.0,5.9176
06/18/2019 7:12:42 PM,Formula,205.0,6.9321
06/18/2019 4:41:47 PM,Formula,200.0,6.7630
06/18/2019 12:48:36 PM,Formula,140.0,4.7341
06/18/2019 9:00:22 AM,Formula,105.0,3.5506
06/18/2019 7:08:25 AM,Formula,140.0,4.7341
06/17/2019 9:46:16 PM,Formula,140.0,4.7341
06/17/2019 7:00:44 PM,Formula,185.0,6.2558
06/17/2019 4:19:49 PM,Formula,200.0,6.7630
06/17/2019 12:28:32 PM,Formula,175.0,5.9176
06/17/2019 9:26:25 AM,Formula,140.0,4.7341
06/17/2019 7:09:44 AM,Formula,130.0,4.3960
06/16/2019 10:09:41 PM,Formula,175.0,5.9176
06/16/2019 7:04:29 PM,Formula,190.0,6.4249
06/16/2019 4:10:39 PM,Formula,140.0,4.7341
06/16/2019 12:32:01 PM,Formula,155.0,5.2413
06/16/2019 9:26:45 AM,Formula,140.0,4.7341
06/16/2019 7:12:30 AM,Formula,150.0,5.0723
06/15/2019 10:03:23 PM,Formula,185.0,6.2558
06/15/2019 7:03:47 PM,Formula,190.0,6.4249
06/15/2019 3:55:54 PM,Formula,60.0,2.0289
06/15/2019 12:38:48 PM,Formula,160.0,5.4104
06/15/2019 9:25:28 AM,Formula,160.0,5.4104
06/15/2019 7:08:04 AM,Formula,140.0,4.7341
06/14/2019 10:18:27 PM,Formula,140.0,4.7341
06/14/2019 6:52:30 PM,Formula,205.0,6.9321
06/14/2019 4:15:20 PM,Formula,165.0,5.5795
06/14/2019 12:30:36 PM,Formula,205.0,6.9321
06/14/2019 9:26:30 AM,Formula,140.0,4.7341
06/14/2019 7:06:30 AM,Formula,140.0,4.7341
06/13/2019 10:05:13 PM,Formula,175.0,5.9176
06/13/2019 7:02:30 PM,Formula,130.0,4.3960
06/13/2019 6:06:35 PM,Formula,140.0,4.7341
06/13/2019 3:47:18 PM,Formula,160.0,5.4104
06/13/2019 11:56:19 AM,Formula,90.0,3.0434
06/13/2019 9:10:04 AM,Formula,145.0,4.9032
06/13/2019 7:06:19 AM,Formula,125.0,4.2269
06/12/2019 7:02:10 PM,Formula,145.0,4.9032
06/12/2019 4:08:57 PM,Formula,200.0,6.7630
06/12/2019 11:55:34 AM,Formula,200.0,6.7630
06/12/2019 8:47:24 AM,Formula,80.0,2.7052
06/12/2019 7:06:22 AM,Formula,140.0,4.7341
06/11/2019 10:01:39 PM,Formula,205.0,6.9321
06/11/2019 6:47:52 PM,Formula,205.0,6.9321
06/11/2019 4:02:22 PM,Formula,175.0,5.9176
06/11/2019 12:35:49 PM,Formula,165.0,5.5795
06/11/2019 9:02:59 AM,Formula,80.0,2.7052
06/11/2019 7:08:01 AM,Formula,140.0,4.7341
06/10/2019 9:40:55 PM,Formula,190.0,6.4249
06/10/2019 7:40:23 PM,Formula,10.0,0.3382
06/10/2019 6:35:13 PM,Formula,145.0,4.9032
06/10/2019 3:52:00 PM,Formula,155.0,5.2413
06/10/2019 12:44:15 PM,Formula,150.0,5.0723
06/10/2019 9:00:54 AM,Formula,105.0,3.5506
06/10/2019 7:10:13 AM,Formula,175.0,5.9176
06/09/2019 10:04:31 PM,Formula,175.0,5.9176
06/09/2019 6:59:10 PM,Formula,205.0,6.9321
06/09/2019 4:09:28 PM,Formula,90.0,3.0434
06/09/2019 12:35:49 PM,Formula,185.0,6.2558
06/09/2019 9:18:31 AM,Formula,140.0,4.7341
06/09/2019 7:06:42 AM,Formula,140.0,4.7341
06/08/2019 9:58:55 PM,Formula,105.0,3.5506
06/08/2019 6:49:43 PM,Formula,205.0,6.9321
06/08/2019 4:03:14 PM,Formula,175.0,5.9176
06/08/2019 12:51:40 PM,Formula,165.0,5.5795
06/08/2019 9:22:43 AM,Formula,140.0,4.7341
06/08/2019 7:15:28 AM,Formula,140.0,4.7341
06/07/2019 10:15:29 PM,Formula,185.0,6.2558
06/07/2019 7:00:15 PM,Formula,175.0,5.9176
06/07/2019 4:15:37 PM,Formula,125.0,4.2269
06/07/2019 1:55:02 PM,Formula,105.0,3.5506
06/07/2019 12:03:51 PM,Formula,165.0,5.5795
06/07/2019 7:40:26 AM,Formula,175.0,5.9176
06/06/2019 9:32:38 PM,Formula,205.0,6.9321
06/06/2019 6:02:54 PM,Formula,70.0,2.3671
06/06/2019 5:29:36 PM,Formula,125.0,4.2269
06/06/2019 3:23:13 PM,Formula,140.0,4.7341
06/06/2019 12:04:10 PM,Formula,145.0,4.9032
06/06/2019 8:35:47 AM,Formula,160.0,5.4104
06/05/2019 9:44:39 PM,Formula,175.0,5.9176
06/05/2019 6:59:38 PM,Formula,70.0,2.3671
06/05/2019 6:09:25 PM,Formula,175.0,5.9176
06/05/2019 3:37:10 PM,Formula,205.0,6.9321
06/05/2019 12:15:17 PM,Formula,150.0,5.0723
06/05/2019 8:10:39 AM,Formula,175.0,5.9176
06/04/2019 10:40:38 PM,Formula,105.0,3.5506
06/04/2019 8:18:43 PM,Formula,105.0,3.5506
06/04/2019 6:02:10 PM,Formula,165.0,5.5795
