Time of feeding,Milk type,Amount(ml),Amount(oz)
03/20/2019 1:28:22 PM,Formula,70.0,2.3671
03/20/2019 12:30:07 PM,Formula,105.0,3.5506
03/20/2019 9:03:18 AM,Formula,175.0,5.9176
03/20/2019 3:51:51 AM,Formula,140.0,4.7341
03/19/2019 8:05:58 PM,Formula,140.0,4.7341
03/19/2019 7:02:45 PM,Formula,15.0,0.5072
03/19/2019 5:29:21 PM,Formula,155.0,5.2413
03/19/2019 1:55:36 PM,Formula,115.0,3.8887
03/19/2019 11:44:08 AM,Formula,175.0,5.9176
03/19/2019 8:47:48 AM,Formula,175.0,5.9176
03/19/2019 2:55:02 AM,Formula,140.0,4.7341
03/18/2019 8:03:07 PM,Formula,115.0,3.8887
03/18/2019 6:31:59 PM,Formula,175.0,5.9176
03/18/2019 3:03:08 PM,Formula,140.0,4.7341
03/18/2019 11:38:53 AM,Formula,175.0,5.9176
03/18/2019 8:30:48 AM,Formula,175.0,5.9176
03/18/2019 3:07:41 AM,Formula,140.0,4.7341
03/17/2019 8:07:28 PM,Formula,140.0,4.7341
03/17/2019 6:13:40 PM,Formula,175.0,5.9176
03/17/2019 3:22:31 PM,Formula,175.0,5.9176
03/17/2019 12:00:55 PM,Formula,175.0,5.9176
03/17/2019 8:53:54 AM,Formula,145.0,4.9032
03/17/2019 3:08:16 AM,Formula,125.0,4.2269
03/16/2019 9:59:01 PM,Formula,175.0,5.9176
03/16/2019 6:05:25 PM,Formula,145.0,4.9032
03/16/2019 3:25:51 PM,Formula,105.0,3.5506
03/16/2019 11:59:05 AM,Formula,155.0,5.2413
03/16/2019 8:35:40 AM,Formula,175.0,5.9176
03/16/2019 4:13:51 AM,Formula,140.0,4.7341
03/15/2019 11:02:22 PM,Formula,70.0,2.3671
03/15/2019 8:09:38 PM,Formula,90.0,3.0434
03/15/2019 7:09:19 PM,Formula,155.0,5.2413
03/15/2019 4:47:13 PM,Formula,45.0,1.5217
03/15/2019 3:31:31 PM,Formula,105.0,3.5506
03/15/2019 11:58:10 AM,Formula,160.0,5.4104
03/15/2019 8:32:19 AM,Formula,160.0,5.4104
03/15/2019 3:19:56 AM,Formula,140.0,4.7341
03/14/2019 10:41:02 PM,Formula,70.0,2.3671
03/14/2019 7:28:52 PM,Formula,90.0,3.0434
03/14/2019 6:20:37 PM,Formula,155.0,5.2413
03/14/2019 3:33:05 PM,Formula,175.0,5.9176
03/14/2019 11:59:28 AM,Formula,125.0,4.2269
03/14/2019 8:55:25 AM,Formula,140.0,4.7341
03/14/2019 6:00:08 AM,Formula,90.0,3.0434
03/14/2019 3:49:34 AM,Formula,105.0,3.5506
03/13/2019 11:16:52 PM,Formula,60.0,2.0289
03/13/2019 8:33:34 PM,Formula,90.0,3.0434
03/13/2019 6:52:44 PM,Formula,120.0,4.0578
03/13/2019 3:45:01 PM,Formula,120.0,4.0578
03/13/2019 12:23:52 PM,Formula,160.0,5.4104
03/13/2019 8:53:47 AM,Formula,140.0,4.7341
03/13/2019 7:04:56 AM,Formula,35.0,1.1835
03/13/2019 3:22:00 AM,Formula,130.0,4.3960
03/12/2019 11:44:41 PM,Formula,60.0,2.0289
03/12/2019 10:53:29 PM,Formula,10.0,0.3382
03/12/2019 8:15:10 PM,Formula,70.0,2.3671
03/12/2019 6:55:56 PM,Formula,130.0,4.3960
03/12/2019 3:45:45 PM,Formula,175.0,5.9176
03/12/2019 12:55:51 PM,Formula,115.0,3.8887
03/12/2019 11:58:44 AM,Formula,60.0,2.0289
03/12/2019 8:53:21 AM,Formula,140.0,4.7341
03/12/2019 7:03:10 AM,Formula,25.0,0.8454
03/12/2019 4:18:38 AM,Formula,140.0,4.7341
03/11/2019 8:29:05 PM,Formula,115.0,3.8887
03/11/2019 7:15:04 PM,Formula,80.0,2.7052
03/11/2019 6:38:04 PM,Formula,90.0,3.0434
03/11/2019 3:26:09 PM,Formula,175.0,5.9176
03/11/2019 11:33:31 AM,Formula,175.0,5.9176
03/11/2019 8:47:13 AM,Formula,70.0,2.3671
03/11/2019 6:58:43 AM,Formula,60.0,2.0289
03/11/2019 3:14:55 AM,Formula,140.0,4.7341
03/10/2019 8:42:40 PM,Formula,105.0,3.5506
03/10/2019 7:07:26 PM,Formula,175.0,5.9176
03/10/2019 6:33:15 PM,Formula,10.0,0.3382
03/10/2019 3:32:10 PM,Formula,175.0,5.9176
03/10/2019 12:00:24 PM,Formula,140.0,4.7341
03/10/2019 9:00:42 AM,Formula,155.0,5.2413
03/10/2019 5:02:13 AM,Formula,140.0,4.7341
03/09/2019 8:03:30 PM,Formula,120.0,4.0578
03/09/2019 6:30:31 PM,Formula,175.0,5.9176
03/09/2019 3:31:16 PM,Formula,175.0,5.9176
03/09/2019 11:52:51 AM,Formula,140.0,4.7341
03/09/2019 8:52:50 AM,Formula,140.0,4.7341
03/09/2019 7:00:16 AM,Formula,30.0,1.0145
03/09/2019 3:36:20 AM,Formula,140.0,4.7341
03/08/2019 8:15:54 PM,Formula,100.0,3.3815
03/08/2019 6:57:27 PM,Formula,125.0,4.2269
03/08/2019 3:13:02 PM,Formula,175.0,5.9176
03/08/2019 11:56:55 AM,Formula,155.0,5.2413
03/08/2019 9:02:19 AM,Formula,140.0,4.7341
03/08/2019 7:00:25 AM,Formula,80.0,2.7052
03/08/2019 3:48:23 AM,Formula,140.0,4.7341
03/07/2019 8:05:28 PM,Formula,70.0,2.3671
03/07/2019 7:02:16 PM,Formula,175.0,5.9176
03/07/2019 3:22:38 PM,Formula,145.0,4.9032
03/07/2019 11:54:23 AM,Formula,175.0,5.9176
03/07/2019 8:53:52 AM,Formula,130.0,4.3960
03/07/2019 7:02:43 AM,Formula,80.0,2.7052
03/07/2019 3:15:33 AM,Formula,140.0,4.7341
03/06/2019 10:25:15 PM,Formula,105.0,3.5506
03/06/2019 7:16:10 PM,Formula,105.0,3.5506
03/06/2019 4:53:30 PM,Formula,130.0,4.3960
03/06/2019 1:55:21 PM,Formula,175.0,5.9176
03/06/2019 10:22:27 AM,Formula,140.0,4.7341
03/06/2019 7:05:59 AM,Formula,65.0,2.1980
03/06/2019 5:36:34 AM,Formula,80.0,2.7052
03/06/2019 2:56:06 AM,Formula,140.0,4.7341
03/05/2019 8:10:59 PM,Formula,105.0,3.5506
03/05/2019 6:58:24 PM,Formula,100.0,3.3815
03/05/2019 4:48:41 PM,Formula,175.0,5.9176
03/05/2019 1:15:05 PM,Formula,175.0,5.9176
03/05/2019 9:53:50 AM,Formula,150.0,5.0723
03/05/2019 7:10:44 AM,Formula,65.0,2.1980
03/05/2019 4:21:24 AM,Formula,140.0,4.7341
03/04/2019 11:45:37 PM,Formula,190.0,6.4249
03/04/2019 6:37:31 PM,Formula,110.0,3.7197
03/04/2019 3:25:55 PM,Formula,155.0,5.2413
03/04/2019 11:40:25 AM,Formula,150.0,5.0723
03/04/2019 8:30:50 AM,Formula,105.0,3.5506
03/04/2019 6:35:55 AM,Formula,60.0,2.0289
03/04/2019 4:20:38 AM,Formula,100.0,3.3815
03/03/2019 11:47:00 PM,Formula,175.0,5.9176
03/03/2019 8:05:25 PM,Formula,175.0,5.9176
03/03/2019 5:05:52 PM,Formula,70.0,2.3671
03/03/2019 2:45:39 PM,Formula,125.0,4.2269
03/03/2019 11:00:50 AM,Formula,105.0,3.5506
03/03/2019 8:08:44 AM,Formula,105.0,3.5506
03/03/2019 5:30:19 AM,Formula,120.0,4.0578
03/02/2019 11:46:03 PM,Formula,125.0,4.2269
03/02/2019 7:30:22 PM,Formula,90.0,3.0434
03/02/2019 5:17:58 PM,Formula,85.0,2.8743
03/02/2019 2:56:18 PM,Formula,165.0,5.5795
03/02/2019 12:00:23 PM,Formula,50.0,1.6908
03/02/2019 10:01:24 AM,Formula,125.0,4.2269
03/02/2019 4:50:08 AM,Formula,100.0,3.3815
03/01/2019 11:47:35 PM,Formula,225.0,7.6084
03/01/2019 5:00:15 PM,Formula,205.0,6.9321
03/01/2019 3:35:11 PM,Formula,30.0,1.0145
03/01/2019 10:09:26 AM,Formula,125.0,4.2269
03/01/2019 7:00:50 AM,Formula,60.0,2.0289
03/01/2019 4:35:03 AM,Formula,140.0,4.7341
02/28/2019 11:47:04 PM,Formula,175.0,5.9176
02/28/2019 8:34:10 PM,Formula,70.0,2.3671
02/28/2019 8:00:03 PM,Formula,90.0,3.0434
02/28/2019 4:55:13 PM,Formula,205.0,6.9321
02/28/2019 10:35:52 AM,Formula,155.0,5.2413
02/28/2019 6:55:17 AM,Formula,90.0,3.0434
02/28/2019 4:18:49 AM,Formula,155.0,5.2413
02/27/2019 11:02:57 PM,Formula,180.0,6.0867
02/27/2019 7:15:53 PM,Formula,175.0,5.9176
02/27/2019 4:30:48 PM,Formula,115.0,3.8887
02/27/2019 1:28:31 PM,Formula,155.0,5.2413
02/27/2019 10:00:47 AM,Formula,80.0,2.7052
02/27/2019 4:48:20 AM,Formula,175.0,5.9176
02/26/2019 11:45:06 PM,Formula,150.0,5.0723
02/26/2019 8:15:52 PM,Formula,145.0,4.9032
02/26/2019 4:57:29 PM,Formula,205.0,6.9321
02/26/2019 10:00:46 AM,Formula,115.0,3.8887
02/26/2019 6:12:25 AM,Formula,160.0,5.4104
02/25/2019 11:47:00 PM,Formula,105.0,3.5506
02/25/2019 7:50:15 PM,Formula,175.0,5.9176
02/25/2019 5:12:49 PM,Formula,150.0,5.0723
02/25/2019 1:30:06 PM,Formula,175.0,5.9176
02/25/2019 10:00:29 AM,Formula,150.0,5.0723
02/25/2019 4:30:27 AM,Formula,155.0,5.2413
02/24/2019 8:18:52 PM,Formula,175.0,5.9176
02/24/2019 4:55:49 PM,Formula,175.0,5.9176
02/24/2019 1:30:21 PM,Formula,175.0,5.9176
02/24/2019 10:05:00 AM,Formula,140.0,4.7341
02/24/2019 6:07:19 AM,Formula,115.0,3.8887
02/23/2019 11:32:00 PM,Formula,120.0,4.0578
02/23/2019 7:03:31 PM,Formula,140.0,4.7341
02/23/2019 4:32:25 PM,Formula,145.0,4.9032
02/23/2019 1:27:09 PM,Formula,120.0,4.0578
02/23/2019 10:03:29 AM,Formula,155.0,5.2413
02/23/2019 7:00:55 AM,Formula,90.0,3.0434
02/23/2019 2:24:59 AM,Formula,140.0,4.7341
02/22/2019 8:36:15 PM,Formula,175.0,5.9176
02/22/2019 6:18:10 PM,Formula,90.0,3.0434
02/22/2019 3:18:25 PM,Formula,140.0,4.7341
02/22/2019 12:50:31 PM,Formula,125.0,4.2269
02/22/2019 10:06:58 AM,Formula,80.0,2.7052
02/22/2019 6:40:32 AM,Formula,120.0,4.0578
02/22/2019 3:00:46 AM,Formula,150.0,5.0723
02/21/2019 11:07:12 PM,Formula,70.0,2.3671
02/21/2019 8:28:14 PM,Formula,175.0,5.9176
02/21/2019 5:54:02 PM,Formula,175.0,5.9176
02/21/2019 2:40:54 PM,Formula,175.0,5.9176
02/21/2019 11:03:37 AM,Formula,140.0,4.7341
02/21/2019 9:00:39 AM,Formula,60.0,2.0289
02/21/2019 5:21:34 AM,Formula,140.0,4.7341
02/20/2019 10:41:27 PM,Formula,105.0,3.5506
02/20/2019 8:45:16 PM,Formula,35.0,1.1835
02/20/2019 8:00:23 PM,Formula,105.0,3.5506
02/20/2019 6:36:28 PM,Formula,115.0,3.8887
02/20/2019 4:00:26 PM,Formula,125.0,4.2269
02/20/2019 12:16:52 PM,Formula,155.0,5.2413
02/20/2019 9:00:46 AM,Formula,105.0,3.5506
02/20/2019 4:17:06 AM,Formula,175.0,5.9176
02/19/2019 8:45:23 PM,Formula,105.0,3.5506
02/19/2019 7:32:55 PM,Formula,145.0,4.9032
02/19/2019 4:23:46 PM,Formula,175.0,5.9176
02/19/2019 1:00:02 PM,Formula,155.0,5.2413
02/19/2019 10:30:25 AM,Formula,70.0,2.3671
02/19/2019 7:01:30 AM,Formula,105.0,3.5506
02/19/2019 3:35:52 AM,Formula,105.0,3.5506
02/18/2019 11:00:47 PM,Formula,145.0,4.9032
02/18/2019 8:00:16 PM,Formula,140.0,4.7341
02/18/2019 5:45:59 PM,Formula,30.0,1.0145
02/18/2019 5:22:19 PM,Formula,110.0,3.7197
02/18/2019 2:15:34 PM,Formula,105.0,3.5506
02/18/2019 10:37:13 AM,Formula,175.0,5.9176
02/18/2019 7:06:49 AM,Formula,105.0,3.5506
02/18/2019 5:01:15 AM,Formula,105.0,3.5506
02/17/2019 11:46:23 PM,Formula,140.0,4.7341
02/17/2019 8:00:47 PM,Formula,90.0,3.0434
02/17/2019 5:10:35 PM,Formula,175.0,5.9176
02/17/2019 2:00:22 PM,Formula,175.0,5.9176
02/17/2019 10:28:55 AM,Formula,125.0,4.2269
02/17/2019 7:28:38 AM,Formula,105.0,3.5506
02/17/2019 4:20:14 AM,Formula,105.0,3.5506
02/16/2019 10:57:43 PM,Formula,175.0,5.9176
02/16/2019 7:55:04 PM,Formula,10.0,0.3382
02/16/2019 6:46:35 PM,Formula,175.0,5.9176
02/16/2019 4:00:43 PM,Formula,130.0,4.3960
02/16/2019 12:00:24 PM,Formula,155.0,5.2413
02/16/2019 9:00:48 AM,Formula,105.0,3.5506
02/16/2019 5:20:51 AM,Formula,140.0,4.7341
02/15/2019 11:00:02 PM,Formula,105.0,3.5506
02/15/2019 8:51:27 PM,Formula,160.0,5.4104
02/15/2019 5:02:32 PM,Formula,175.0,5.9176
02/15/2019 1:31:51 PM,Formula,105.0,3.5506
02/15/2019 10:40:38 AM,Formula,125.0,4.2269
02/15/2019 6:56:06 AM,Formula,140.0,4.7341
02/15/2019 3:56:18 AM,Formula,100.0,3.3815
02/14/2019 10:21:28 PM,Formula,105.0,3.5506
02/14/2019 7:55:58 PM,Formula,175.0,5.9176
02/14/2019 4:35:08 PM,Formula,175.0,5.9176
02/14/2019 1:09:17 PM,Formula,175.0,5.9176
02/14/2019 9:45:46 AM,Formula,150.0,5.0723
02/14/2019 6:37:20 AM,Formula,65.0,2.1980
02/14/2019 2:37:04 AM,Formula,90.0,3.0434
02/13/2019 11:03:41 PM,Formula,155.0,5.2413
02/13/2019 7:16:25 PM,Formula,100.0,3.3815
02/13/2019 4:05:34 PM,Formula,160.0,5.4104
02/13/2019 12:59:57 PM,Formula,175.0,5.9176
02/13/2019 9:45:21 AM,Formula,140.0,4.7341
02/13/2019 6:57:20 AM,Formula,120.0,4.0578
02/13/2019 4:46:08 AM,Formula,70.0,2.3671
02/12/2019 9:51:52 PM,Formula,70.0,2.3671
02/12/2019 8:24:11 PM,Formula,140.0,4.7341
02/12/2019 5:00:09 PM,Formula,175.0,5.9176
02/12/2019 1:20:00 PM,Formula,175.0,5.9176
02/12/2019 9:38:13 AM,Formula,130.0,4.3960
02/12/2019 8:15:13 AM,Formula,10.0,0.3382
02/12/2019 6:01:03 AM,Formula,105.0,3.5506
02/12/2019 3:56:32 AM,Formula,105.0,3.5506
02/11/2019 11:50:05 PM,Formula,105.0,3.5506
02/11/2019 8:50:04 PM,Formula,175.0,5.9176
02/11/2019 7:20:00 PM,Formula,10.0,0.3382
02/11/2019 6:00:59 PM,Formula,35.0,1.1835
02/11/2019 3:00:42 PM,Formula,175.0,5.9176
02/11/2019 12:00:48 PM,Formula,140.0,4.7341
02/11/2019 8:40:26 AM,Formula,140.0,4.7341
02/11/2019 5:16:52 AM,Formula,140.0,4.7341
02/10/2019 8:50:18 PM,Formula,195.0,6.5939
02/10/2019 6:02:16 PM,Formula,140.0,4.7341
02/10/2019 3:17:31 PM,Formula,125.0,4.2269
02/10/2019 12:05:24 PM,Formula,140.0,4.7341
02/10/2019 9:20:20 AM,Formula,115.0,3.8887
02/10/2019 8:10:08 AM,Formula,35.0,1.1835
02/10/2019 5:24:00 AM,Formula,140.0,4.7341
02/09/2019 9:20:39 PM,Formula,105.0,3.5506
02/09/2019 8:26:39 PM,Formula,140.0,4.7341
02/09/2019 5:56:02 PM,Formula,130.0,4.3960
02/09/2019 3:00:14 PM,Formula,140.0,4.7341
02/09/2019 11:59:10 AM,Formula,130.0,4.3960
02/09/2019 9:00:20 AM,Formula,35.0,1.1835
02/09/2019 5:48:49 AM,Formula,105.0,3.5506
02/09/2019 3:05:55 AM,Formula,105.0,3.5506
02/08/2019 9:54:08 PM,Formula,100.0,3.3815
02/08/2019 8:40:40 PM,Formula,140.0,4.7341
02/08/2019 6:00:52 PM,Formula,140.0,4.7341
02/08/2019 3:00:58 PM,Formula,140.0,4.7341
02/08/2019 12:06:34 PM,Formula,130.0,4.3960
02/08/2019 9:02:11 AM,Formula,70.0,2.3671
02/08/2019 7:15:50 AM,Formula,70.0,2.3671
02/08/2019 4:18:11 AM,Formula,140.0,4.7341
02/07/2019 9:24:15 PM,Formula,100.0,3.3815
02/07/2019 8:25:04 PM,Formula,140.0,4.7341
02/07/2019 5:53:46 PM,Formula,125.0,4.2269
02/07/2019 2:55:54 PM,Formula,140.0,4.7341
02/07/2019 12:25:58 PM,Formula,140.0,4.7341
02/07/2019 9:45:46 AM,Formula,115.0,3.8887
02/07/2019 9:02:46 AM,Formula,25.0,0.8454
02/07/2019 5:03:48 AM,Formula,140.0,4.7341
02/06/2019 9:52:43 PM,Formula,100.0,3.3815
02/06/2019 8:40:16 PM,Formula,140.0,4.7341
02/06/2019 6:00:40 PM,Formula,140.0,4.7341
02/06/2019 3:00:55 PM,Formula,140.0,4.7341
02/06/2019 12:00:09 PM,Formula,140.0,4.7341
02/06/2019 9:02:21 AM,Formula,140.0,4.7341
02/06/2019 5:35:25 AM,Formula,125.0,4.2269
02/05/2019 10:18:43 PM,Formula,105.0,3.5506
02/05/2019 8:42:15 PM,Formula,105.0,3.5506
02/05/2019 6:15:00 PM,Formula,130.0,4.3960
02/05/2019 3:21:40 PM,Formula,150.0,5.0723
02/05/2019 12:35:33 PM,Formula,140.0,4.7341
02/05/2019 8:57:59 AM,Formula,100.0,3.3815
02/05/2019 5:24:49 AM,Formula,175.0,5.9176
02/04/2019 9:25:27 PM,Formula,90.0,3.0434
02/04/2019 8:27:24 PM,Formula,70.0,2.3671
02/04/2019 6:50:52 PM,Formula,110.0,3.7197
02/04/2019 4:59:28 PM,Formula,130.0,4.3960
02/04/2019 2:02:28 PM,Formula,140.0,4.7341
02/04/2019 10:32:58 AM,Formula,140.0,4.7341
02/04/2019 7:31:04 AM,Formula,90.0,3.0434
02/04/2019 3:36:36 AM,Formula,125.0,4.2269
02/03/2019 11:45:08 PM,Formula,105.0,3.5506
02/03/2019 7:20:30 PM,Formula,165.0,5.5795
02/03/2019 4:39:16 PM,Formula,140.0,4.7341
02/03/2019 1:32:53 PM,Formula,140.0,4.7341
02/03/2019 10:43:23 AM,Formula,140.0,4.7341
02/03/2019 7:28:42 AM,Formula,105.0,3.5506
02/03/2019 4:25:26 AM,Formula,105.0,3.5506
02/02/2019 11:46:47 PM,Formula,105.0,3.5506
02/02/2019 7:27:48 PM,Formula,190.0,6.4249
02/02/2019 4:42:35 PM,Formula,140.0,4.7341
02/02/2019 1:33:27 PM,Formula,140.0,4.7341
02/02/2019 10:25:05 AM,Formula,130.0,4.3960
02/02/2019 6:56:39 AM,Formula,120.0,4.0578
02/02/2019 3:56:31 AM,Formula,105.0,3.5506
02/01/2019 11:01:24 PM,Formula,175.0,5.9176
02/01/2019 7:29:03 PM,Formula,140.0,4.7341
02/01/2019 4:32:20 PM,Formula,120.0,4.0578
02/01/2019 1:32:21 PM,Formula,140.0,4.7341
02/01/2019 10:21:23 AM,Formula,140.0,4.7341
02/01/2019 7:01:25 AM,Formula,105.0,3.5506
02/01/2019 3:56:03 AM,Formula,105.0,3.5506
01/31/2019 10:58:28 PM,Formula,130.0,4.3960
01/31/2019 7:23:47 PM,Formula,175.0,5.9176
01/31/2019 4:30:51 PM,Formula,120.0,4.0578
01/31/2019 1:25:27 PM,Formula,120.0,4.0578
01/31/2019 10:30:40 AM,Formula,90.0,3.0434
01/31/2019 6:27:08 AM,Formula,125.0,4.2269
01/31/2019 3:13:24 AM,Formula,105.0,3.5506
01/30/2019 10:56:24 PM,Formula,90.0,3.0434
01/30/2019 8:38:42 PM,Formula,70.0,2.3671
01/30/2019 6:50:54 PM,Formula,115.0,3.8887
01/30/2019 4:04:36 PM,Formula,140.0,4.7341
01/30/2019 1:05:30 PM,Formula,105.0,3.5506
01/30/2019 10:45:57 AM,Formula,140.0,4.7341
01/30/2019 8:20:22 AM,Formula,10.0,0.3382
01/30/2019 7:23:08 AM,Formula,70.0,2.3671
01/30/2019 4:13:56 AM,Formula,105.0,3.5506
01/29/2019 11:00:25 PM,Formula,175.0,5.9176
01/29/2019 6:55:24 PM,Formula,105.0,3.5506
01/29/2019 5:36:37 PM,Formula,70.0,2.3671
01/29/2019 3:26:52 PM,Formula,70.0,2.3671
01/29/2019 1:00:44 PM,Formula,130.0,4.3960
01/29/2019 10:20:47 AM,Formula,105.0,3.5506
01/29/2019 7:35:57 AM,Formula,105.0,3.5506
01/29/2019 4:04:34 AM,Formula,105.0,3.5506
01/28/2019 10:58:50 PM,Formula,165.0,5.5795
01/28/2019 7:38:38 PM,Formula,90.0,3.0434
01/28/2019 5:20:10 PM,Formula,80.0,2.7052
01/28/2019 2:30:24 PM,Formula,155.0,5.2413
01/28/2019 10:40:44 AM,Formula,140.0,4.7341
01/28/2019 7:01:24 AM,Formula,105.0,3.5506
01/28/2019 4:02:04 AM,Formula,105.0,3.5506
01/27/2019 11:03:38 PM,Formula,125.0,4.2269
01/27/2019 7:40:36 PM,Formula,140.0,4.7341
01/27/2019 5:03:28 PM,Formula,90.0,3.0434
01/27/2019 3:00:23 PM,Formula,120.0,4.0578
01/27/2019 12:24:16 PM,Formula,65.0,2.1980
01/27/2019 10:20:15 AM,Formula,140.0,4.7341
01/27/2019 7:32:42 AM,Formula,105.0,3.5506
01/27/2019 4:11:47 AM,Formula,140.0,4.7341
01/26/2019 11:07:28 PM,Formula,140.0,4.7341
01/26/2019 8:40:29 PM,Formula,35.0,1.1835
01/26/2019 7:30:19 PM,Formula,70.0,2.3671
01/26/2019 5:13:42 PM,Formula,140.0,4.7341
01/26/2019 2:53:30 PM,Formula,70.0,2.3671
01/26/2019 12:07:25 PM,Formula,140.0,4.7341
01/26/2019 10:25:03 AM,Formula,70.0,2.3671
01/26/2019 9:01:11 AM,Formula,10.0,0.3382
01/26/2019 6:12:26 AM,Formula,160.0,5.4104
01/25/2019 10:57:42 PM,Formula,140.0,4.7341
01/25/2019 8:14:32 PM,Formula,80.0,2.7052
01/25/2019 5:56:12 PM,Formula,140.0,4.7341
01/25/2019 3:38:43 PM,Formula,105.0,3.5506
01/25/2019 2:40:32 PM,Formula,35.0,1.1835
01/25/2019 12:41:44 PM,Formula,140.0,4.7341
01/25/2019 10:36:50 AM,Formula,65.0,2.1980
01/25/2019 7:40:56 AM,Formula,90.0,3.0434
01/25/2019 4:05:03 AM,Formula,105.0,3.5506
01/24/2019 11:07:27 PM,Formula,140.0,4.7341
01/24/2019 8:30:32 PM,Formula,35.0,1.1835
01/24/2019 7:55:56 PM,Formula,35.0,1.1835
01/24/2019 7:55:07 PM,Formula,35.0,1.1835
01/24/2019 5:58:31 PM,Formula,130.0,4.3960
01/24/2019 2:25:05 PM,Formula,140.0,4.7341
01/24/2019 11:20:41 AM,Formula,120.0,4.0578
01/24/2019 8:42:35 AM,Formula,115.0,3.8887
01/24/2019 4:43:22 AM,Formula,120.0,4.0578
01/23/2019 10:58:27 PM,Formula,140.0,4.7341
01/23/2019 8:22:22 PM,Formula,130.0,4.3960
01/23/2019 5:55:47 PM,Formula,70.0,2.3671
01/23/2019 4:28:42 PM,Formula,105.0,3.5506
01/23/2019 1:49:24 PM,Formula,105.0,3.5506
01/23/2019 11:05:14 AM,Formula,140.0,4.7341
01/23/2019 8:58:48 AM,Formula,90.0,3.0434
01/23/2019 5:10:23 AM,Formula,140.0,4.7341
01/22/2019 10:00:35 PM,Formula,100.0,3.3815
01/22/2019 8:00:11 PM,Formula,110.0,3.7197
01/22/2019 5:25:58 PM,Formula,140.0,4.7341
01/22/2019 3:25:41 PM,Formula,35.0,1.1835
01/22/2019 1:30:50 PM,Formula,120.0,4.0578
01/22/2019 11:25:46 AM,Formula,130.0,4.3960
01/22/2019 8:55:05 AM,Formula,70.0,2.3671
01/22/2019 6:50:46 AM,Formula,70.0,2.3671
01/22/2019 2:16:08 AM,Formula,105.0,3.5506
01/21/2019 10:00:18 PM,Formula,60.0,2.0289
01/21/2019 9:00:23 PM,Formula,130.0,4.3960
01/21/2019 7:16:28 PM,Formula,80.0,2.7052
01/21/2019 5:25:23 PM,Formula,140.0,4.7341
01/21/2019 3:12:24 PM,Formula,125.0,4.2269
01/21/2019 2:12:56 PM,Formula,10.0,0.3382
01/21/2019 11:08:58 AM,Formula,140.0,4.7341
01/21/2019 9:10:10 AM,Formula,10.0,0.3382
01/21/2019 7:07:38 AM,Formula,70.0,2.3671
01/21/2019 3:09:15 AM,Formula,140.0,4.7341
01/20/2019 11:22:33 PM,Formula,70.0,2.3671
01/20/2019 8:55:13 PM,Formula,140.0,4.7341
01/20/2019 7:05:56 PM,Formula,60.0,2.0289
01/20/2019 6:10:40 PM,Formula,35.0,1.1835
01/20/2019 4:42:24 PM,Formula,70.0,2.3671
01/20/2019 1:30:23 PM,Formula,130.0,4.3960
01/20/2019 11:00:40 AM,Formula,140.0,4.7341
01/20/2019 8:12:54 AM,Formula,70.0,2.3671
01/20/2019 4:34:09 AM,Formula,160.0,5.4104
01/19/2019 10:05:08 PM,Formula,60.0,2.0289
01/19/2019 9:00:08 PM,Formula,110.0,3.7197
01/19/2019 6:15:29 PM,Formula,140.0,4.7341
01/19/2019 3:50:47 PM,Formula,100.0,3.3815
01/19/2019 2:18:49 PM,Formula,70.0,2.3671
01/19/2019 11:55:53 AM,Formula,105.0,3.5506
01/19/2019 9:03:32 AM,Formula,105.0,3.5506
01/19/2019 7:23:35 AM,Formula,70.0,2.3671
01/19/2019 4:00:14 AM,Formula,105.0,3.5506
01/18/2019 10:39:24 PM,Formula,70.0,2.3671
01/18/2019 9:00:05 PM,Formula,45.0,1.5217
01/18/2019 7:55:09 PM,Formula,105.0,3.5506
01/18/2019 5:30:19 PM,Formula,140.0,4.7341
01/18/2019 2:43:53 PM,Formula,130.0,4.3960
01/18/2019 11:58:33 AM,Formula,140.0,4.7341
01/18/2019 8:48:13 AM,Formula,80.0,2.7052
01/18/2019 5:53:34 AM,Formula,105.0,3.5506
01/18/2019 2:20:33 AM,Formula,105.0,3.5506
01/17/2019 9:56:38 PM,Formula,70.0,2.3671
01/17/2019 8:45:40 PM,Formula,140.0,4.7341
01/17/2019 6:05:36 PM,Formula,140.0,4.7341
01/17/2019 2:34:19 PM,Formula,105.0,3.5506
01/17/2019 12:16:29 PM,Formula,115.0,3.8887
01/17/2019 8:58:05 AM,Formula,140.0,4.7341
01/17/2019 5:59:28 AM,Formula,105.0,3.5506
01/17/2019 3:08:54 AM,Formula,105.0,3.5506
01/16/2019 9:47:40 PM,Formula,70.0,2.3671
01/16/2019 8:55:55 PM,Formula,140.0,4.7341
01/16/2019 6:45:19 PM,Formula,140.0,4.7341
01/16/2019 4:15:21 PM,Formula,130.0,4.3960
01/16/2019 12:50:49 PM,Formula,70.0,2.3671
01/16/2019 12:05:37 PM,Formula,25.0,0.8454
01/16/2019 11:17:55 AM,Formula,80.0,2.7052
01/16/2019 9:05:50 AM,Formula,105.0,3.5506
01/16/2019 7:30:55 AM,Formula,70.0,2.3671
01/16/2019 3:51:42 AM,Formula,105.0,3.5506
01/15/2019 9:45:41 PM,Formula,45.0,1.5217
01/15/2019 8:55:19 PM,Formula,140.0,4.7341
01/15/2019 7:00:47 PM,Formula,100.0,3.3815
01/15/2019 4:56:38 PM,Formula,105.0,3.5506
